Model Name, File Name,File Size (bytes),Inference Time (ms),E2E Delay (ms)
yolov5l.pt,videos/8.mp4,2107842,1690.4,588725.412835000
yolov5l.pt,videos/9.jpg,13286,2042.5,11330.146255000
yolov5l.pt,videos/9.mkv,5247430,1696.9,1244374.681535000
yolov5x.pt,videos/10.jpg,9192,3564.2,16374.530285000
yolov5x.pt,videos/12.jpg,11641,3614.3,15766.121849000
yolov5x.pt,videos/13.jpg,9674,3478.4,14742.441851000
yolov5x.pt,videos/14.jpg,9705,3397.3,14843.132033000
yolov5x.pt,videos/15.jpg,9728,3366.3,14641.166606000
yolov5x.pt,videos/15.mp4,5253880,2932.5,2207662.179475000
yolov5x.pt,videos/16.jpeg,66521,2471.2,14644.234721000
yolov5x.pt,videos/17.jpg,14140,4619.2,15884.031202000
yolov5x.pt,videos/17.mp4,1055736,2919.0,401392.291017000
yolov5x.pt,videos/18.jpg,8091,3480.7,14838.964170000
yolov5x.pt,videos/19.jpg,9571,4703.9,15964.475270000
yolov5x.pt,videos/1.jpg,11834,3307.0,14748.378267000
yolov5x.pt,videos/1.mp4,5485935,2937.1,921776.891030000
yolov5x.pt,videos/27.jpg,10115,3337.4,14981.432751000
yolov5x.pt,videos/28.jpg,12148,3604.2,15146.399310000
yolov5x.pt,videos/29.jpg,12402,2977.0,14342.930521000
yolov5x.pt,videos/29.mp4,5253880,2951.3,2221100.361826000
yolov5x.pt,videos/2.jpg,12883,3720.6,15736.067519000
yolov5x.pt,videos/30.jpg,18119,3300.6,14745.010879000
yolov5x.pt,videos/32.mp4,2112761,4028.8,5212889.477562000
yolov5x.pt,videos/3.jpg,10567,3373.9,18307.688654000
